2023-03-06 20:44:41.800	0	0	0	0	0	1	0
2023-03-06 20:44:42.000	0	0	0	0	0	1	0
2023-03-06 20:44:42.200	1	0	0	0	0	0	0
2023-03-06 20:44:42.400	0	1	0	1	0	0	0
2023-03-06 20:44:42.600	0	0	0	0	0	0	1
2023-03-06 20:44:42.800	0	0	0	0	0	0	0
2023-03-06 20:44:43.000	0	0	0	0	0	0	0
2023-03-06 20:44:43.200	0	0	0	0	0	0	0
2023-03-06 20:44:43.400	0	0	0	0	0	1	0
2023-03-06 20:44:43.600	0	1	0	0	0	0	0
2023-03-06 20:44:43.800	0	1	0	0	0	0	0
2023-03-06 20:44:44.000	0	1	0	0	0	0	0
2023-03-06 20:44:44.200	0	1	0	0	0	0	0
2023-03-06 20:44:44.400	0	1	0	0	0	0	0
2023-03-06 20:44:44.600	0	1	0	0	0	0	0
2023-03-06 20:44:44.800	1	1	0	0	1	0	0
2023-03-06 20:44:45.000	0	0	1	1	1	0	0
2023-03-06 20:44:45.200	0	0	0	0	0	0	0
2023-03-06 20:44:45.400	1	0	1	1	0	0	0
2023-03-06 20:44:45.600	0	0	1	0	1	0	0
2023-03-06 20:44:45.800	0	0	1	0	0	0	0
2023-03-06 20:44:46.000	0	0	0	0	0	0	0
2023-03-06 20:44:46.200	0	0	0	0	0	0	0
2023-03-06 20:44:46.400	0	0	0	0	0	0	0
2023-03-06 20:44:46.600	0	0	0	0	0	0	0
2023-03-06 20:44:46.800	0	0	0	0	0	0	0
2023-03-06 20:44:47.000	0	0	0	0	0	0	0
2023-03-06 20:44:47.200	0	0	0	0	0	0	0
2023-03-06 20:44:47.400	0	0	0	0	0	0	0
2023-03-06 20:44:47.600	0	0	0	0	0	0	0
2023-03-06 20:44:47.800	0	0	0	0	0	0	0
2023-03-06 20:44:48.000	0	0	0	0	0	0	0
2023-03-06 20:44:48.200	0	0	0	0	0	0	0
2023-03-06 20:44:48.400	0	0	0	0	0	0	0
2023-03-06 20:44:48.600	0	0	0	0	0	0	0
2023-03-06 20:44:48.800	0	0	0	0	0	0	0
2023-03-06 20:44:49.000	0	0	0	0	0	0	0
2023-03-06 20:44:49.200	0	0	0	0	0	0	0
2023-03-06 20:44:49.400	0	0	0	0	0	0	0
2023-03-06 20:44:49.600	0	0	0	0	0	0	0
2023-03-06 20:44:49.800	0	0	0	0	0	0	0
2023-03-06 20:44:50.000	0	0	0	0	0	0	0
2023-03-06 20:44:50.200	0	0	0	0	0	0	0
2023-03-06 20:44:50.400	0	0	0	0	0	0	0
2023-03-06 20:44:50.600	0	0	0	0	0	1	0
2023-03-06 20:44:50.800	0	0	0	0	0	1	0
2023-03-06 20:44:51.000	0	0	0	0	0	0	0
