2023-04-13 12:27:08.500	0:00:00:0	0	0	0	1	0	0	0	0	0	0	0
2023-04-13 12:27:09.000	0:00:00:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:09.500	0:00:01:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:10.000	0:00:01:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:10.500	0:00:02:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:11.000	0:00:02:500	0	0	0	1	0	0	0	0	0	0	0
2023-04-13 12:27:11.500	0:00:03:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:12.000	0:00:03:500	0	0	0	1	0	0	0	0	0	0	0
2023-04-13 12:27:12.500	0:00:04:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:13.000	0:00:04:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:13.500	0:00:05:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:14.000	0:00:05:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:14.500	0:00:06:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:15.000	0:00:06:500	0	0	0	1	0	0	0	0	0	0	0
2023-04-13 12:27:15.500	0:00:07:0	0	0	0	1	0	0	0	0	0	0	0
2023-04-13 12:27:16.000	0:00:07:500	0	0	0	1	0	0	0	0	0	0	0
2023-04-13 12:27:16.500	0:00:08:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:17.000	0:00:08:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:17.500	0:00:09:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:18.000	0:00:09:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:18.500	0:00:10:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:19.000	0:00:10:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:19.500	0:00:11:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:20.000	0:00:11:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:20.500	0:00:12:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:21.000	0:00:12:500	0	0	0	0	1	0	0	0	0	0	0
2023-04-13 12:27:21.500	0:00:13:0	1	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:22.000	0:00:13:500	1	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:22.500	0:00:14:0	0	0	0	0	0	0	0	0	0	0	1
2023-04-13 12:27:23.000	0:00:14:500	0	0	0	0	0	0	0	0	0	0	1
2023-04-13 12:27:23.500	0:00:15:0	0	0	0	0	0	0	0	0	0	0	1
2023-04-13 12:27:24.000	0:00:15:500	0	0	0	0	0	0	0	0	0	0	1
2023-04-13 12:27:24.500	0:00:16:0	0	0	0	0	0	0	0	1	0	0	0
2023-04-13 12:27:25.000	0:00:16:500	0	0	0	0	0	0	0	1	0	0	0
2023-04-13 12:27:25.500	0:00:17:0	1	0	0	0	1	0	0	1	0	0	0
2023-04-13 12:27:26.000	0:00:17:500	1	0	0	0	1	0	0	1	0	0	0
2023-04-13 12:27:26.500	0:00:18:0	0	0	0	0	1	0	0	0	0	0	0
2023-04-13 12:27:27.000	0:00:18:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:27.500	0:00:19:0	0	0	0	0	1	0	0	0	0	0	0
2023-04-13 12:27:28.000	0:00:19:500	1	0	0	0	1	0	0	0	0	0	1
2023-04-13 12:27:28.500	0:00:20:0	1	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:29.000	0:00:20:500	0	0	0	0	1	0	0	0	0	0	0
2023-04-13 12:27:29.500	0:00:21:0	0	0	0	0	1	0	0	0	0	0	1
2023-04-13 12:27:30.000	0:00:21:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:30.500	0:00:22:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:31.000	0:00:22:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:31.500	0:00:23:0	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:32.000	0:00:23:500	0	0	0	0	0	0	0	0	0	0	0
2023-04-13 12:27:32.500	0:00:24:0	0	0	0	0	0	0	0	1	0	0	0
2023-04-13 12:27:33.000	0:00:24:500	0	0	0	0	1	0	0	0	0	0	0
2023-04-13 12:27:33.500	0:00:25:0	0	0	0	0	0	0	0	1	0	0	0
