2021-12-07 23:02:45,593	753	753	Pressed	Button.left	Mouse	other
2021-12-07 23:02:46.134421327	753	753	Released	Button.left	Mouse	other
2021-12-07 23:02:46,914	527	762	Pressed	Button.left	Mouse	other
2021-12-07 23:02:47.678351384	527	762	Released	Button.left	Mouse	other
2021-12-07 23:02:46,965	527	762	Pressed	Button.left	Mouse	other
2021-12-07 23:02:47.114800160	527	762	Released	Button.left	Mouse	other
2021-12-07 23:02:48,558	510	726	Pressed	Button.right	Mouse	other
2021-12-07 23:02:48.874651764	510	726	Released	Button.right	Mouse	other
2021-12-07 23:02:59,594	1576	654	Pressed	Button.left	Mouse	other
2021-12-07 23:03:01.346545803	1576	654	Released	Button.left	Mouse	other
2021-12-07 23:03:12,718	1599	397	Pressed	Button.right	Mouse	other
2021-12-07 23:03:13.037209815	1599	397	Released	Button.right	Mouse	other
2021-12-07 23:03:13,514	1599	385	Pressed	Button.right	Mouse	other
2021-12-07 23:03:15.336107007	1599	385	Released	Button.right	Mouse	other
2021-12-07 23:03:17,014	1292	338	Pressed	Button.left	Mouse	other
2021-12-07 23:03:17.490678760	1292	338	Released	Button.left	Mouse	other
2021-12-07 23:03:21,381	1599	322	Pressed	Button.right	Mouse	other
2021-12-07 23:03:22.802005843	1599	322	Released	Button.right	Mouse	other
2021-12-07 23:03:24,033	1599	323	Pressed	Button.right	Mouse	other
2021-12-07 23:03:24.198913733	1599	323	Released	Button.right	Mouse	other
2021-12-07 23:03:28,673	249	386	Pressed	Button.left	Mouse	other
2021-12-07 23:03:29.450575749	249	386	Released	Button.left	Mouse	other
2021-12-07 23:03:29,842	339	379	Pressed	Button.right	Mouse	other
2021-12-07 23:03:30.031916748	339	379	Released	Button.right	Mouse	other
2021-12-07 23:03:30,657	251	363	Pressed	Button.left	Mouse	other
2021-12-07 23:03:31.530834116	251	363	Released	Button.left	Mouse	other
2021-12-07 23:03:31,647	247	443	Pressed	Button.right	Mouse	other
2021-12-07 23:03:32.000124349	247	443	Released	Button.right	Mouse	other
2021-12-07 23:03:49,662	843	17	Pressed	Button.left	Mouse	other
2021-12-07 23:03:51.528537003	843	17	Released	Button.left	Mouse	other
2021-12-07 23:03:52,550	723	74	Pressed	Button.left	Mouse	other
2021-12-07 23:03:53.484437465	723	74	Released	Button.left	Mouse	other
2021-12-07 23:03:57,657	805	386	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:02,978	775	432	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:02,990	774	435	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:03,081	772	439	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:03,101	772	439	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:03,126	772	439	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:03,153	772	439	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:03,221	772	439	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:03,813	898	486	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:06,063	859	555	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:06,086	859	558	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:06,110	859	558	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:06,141	859	559	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:06,201	859	559	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:07,754	922	695	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:09,450	1076	637	Pressed	Button.left	Mouse	other
2021-12-07 23:04:09.746149928	1076	637	Released	Button.left	Mouse	other
2021-12-07 23:04:11,661	1016	732	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:11,733	1016	733	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:12,685	1077	546	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:12,753	1077	546	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:13,270	1077	546	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:15,074	1028	570	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:15,126	1029	578	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:15,166	1030	581	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:15,338	1030	581	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:15,358	1030	581	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:15,382	1030	581	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:15,422	1030	581	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:17,750	1105	494	Pressed	Button.left	Mouse	other
2021-12-07 23:04:19.473529128	1105	494	Released	Button.left	Mouse	other
2021-12-07 23:04:18,426	1105	494	Pressed	Button.left	Mouse	other
2021-12-07 23:04:19.109427124	1105	494	Released	Button.left	Mouse	other
2021-12-07 23:04:19,158	914	509	Pressed	Button.left	Mouse	other
2021-12-07 23:04:20.446704800	914	509	Released	Button.left	Mouse	other
2021-12-07 23:04:21,458	984	444	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:23,494	993	466	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:23,517	995	473	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:23,533	995	475	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:23,557	995	478	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:23,585	996	478	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:23,863	1000	500	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:23,889	1000	511	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:23,905	1001	518	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:23,921	1001	522	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:23,933	1002	526	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:24,885	698	677	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:24,933	698	677	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,039	979	635	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,054	979	635	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,078	980	634	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,094	980	634	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,125	980	634	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,217	980	633	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,458	980	630	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,466	980	630	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,478	980	630	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,498	980	629	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,522	980	624	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,561	980	617	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,810	968	590	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,822	968	589	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,847	968	587	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:28,890	969	580	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:29,141	944	492	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:29,158	944	491	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:29,174	944	488	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:29,194	944	483	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:29,218	944	469	Scroll	(0, 1)	Mouse	WPN_SWTCH
2021-12-07 23:04:32,338	579	82	Pressed	Button.left	Mouse	other
2021-12-07 23:04:32.645394965	579	82	Released	Button.left	Mouse	other
2021-12-07 23:04:39,306	530	134	Pressed	Button.left	Mouse	other
2021-12-07 23:04:40.445198646	530	134	Released	Button.left	Mouse	other
2021-12-07 23:04:39,502	578	130	Pressed	Button.left	Mouse	other
2021-12-07 23:04:39.622114351	578	130	Released	Button.left	Mouse	other
2021-12-07 23:04:39,634	578	130	Pressed	Button.left	Mouse	other
2021-12-07 23:04:40.066715745	578	130	Released	Button.left	Mouse	other
2021-12-07 23:04:43,853	1030	584	Pressed	Button.left	Mouse	other
2021-12-07 23:04:44.418701122	1030	584	Released	Button.left	Mouse	other
2021-12-07 23:04:44,157	1263	515	Pressed	Button.left	Mouse	other
2021-12-07 23:04:45.915634135	1263	515	Released	Button.left	Mouse	other
2021-12-07 23:04:57,483	1043	0	Pressed	Button.right	Mouse	other
2021-12-07 23:04:57.956194412	1043	0	Released	Button.right	Mouse	other
2021-12-07 23:04:57,590	1024	0	Pressed	Button.right	Mouse	other
2021-12-07 23:04:59.513874871	1024	0	Released	Button.right	Mouse	other
2021-12-07 23:04:57,843	866	0	Pressed	Button.left	Mouse	other
2021-12-07 23:04:58.609591073	866	0	Released	Button.left	Mouse	other
2021-12-07 23:05:05,297	737	313	Pressed	Button.right	Mouse	other
2021-12-07 23:05:05.913365585	737	313	Released	Button.right	Mouse	other
2021-12-07 23:05:05,538	810	329	Pressed	Button.left	Mouse	other
2021-12-07 23:05:05.684423988	810	329	Released	Button.left	Mouse	other
2021-12-07 23:05:06,254	881	363	Pressed	Button.right	Mouse	other
2021-12-07 23:05:06.355967525	881	363	Released	Button.right	Mouse	other
2021-12-07 23:06:03,881	1263	491	Pressed	Button.left	Mouse	other
2021-12-07 23:06:05.733649509	1263	491	Released	Button.left	Mouse	other
2021-12-07 23:06:04,866	1244	543	Pressed	Button.left	Mouse	other
2021-12-07 23:06:05.947563925	1244	543	Released	Button.left	Mouse	other
2021-12-07 23:06:05,706	231	575	Pressed	Button.left	Mouse	other
2021-12-07 23:06:06.526455186	231	575	Released	Button.left	Mouse	other
2021-12-07 23:06:13,298	440	386	Pressed	Button.left	Mouse	other
2021-12-07 23:06:14.205436344	440	386	Released	Button.left	Mouse	other
2021-12-07 23:06:14,051	469	449	Pressed	Button.left	Mouse	other
2021-12-07 23:06:14.105707219	469	449	Released	Button.left	Mouse	other
2021-12-07 23:06:20,650	131	492	Pressed	Button.left	Mouse	other
2021-12-07 23:06:21.603375924	131	492	Released	Button.left	Mouse	other
2021-12-07 23:06:25,701	696	72	Pressed	Button.left	Mouse	other
2021-12-07 23:06:26.649294171	696	72	Released	Button.left	Mouse	other
2021-12-07 23:06:26,250	885	482	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:06:26,267	885	488	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:06:26,274	885	488	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:06:26,278	885	488	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:06:26,285	885	488	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:06:26,293	885	488	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:06:26,309	885	488	Scroll	(0, -1)	Mouse	WPN_SWTCH
2021-12-07 23:06:28,854	934	261	Pressed	Button.right	Mouse	other
2021-12-07 23:06:29.842121301	934	261	Released	Button.right	Mouse	other
2021-12-07 23:06:29,270	1174	167	Pressed	Button.left	Mouse	other
2021-12-07 23:06:30.513772566	1174	167	Released	Button.left	Mouse	other
2021-12-07 23:06:37,338	351	462	Pressed	Button.left	Mouse	other
2021-12-07 23:06:38.739249783	351	462	Released	Button.left	Mouse	other
2021-12-07 23:06:43,851	306	425	Pressed	Button.right	Mouse	other
2021-12-07 23:06:44.209674201	306	425	Released	Button.right	Mouse	other
2021-12-07 23:06:44,091	0	469	Pressed	Button.left	Mouse	other
2021-12-07 23:06:44.385027410	0	469	Released	Button.left	Mouse	other
2021-12-07 23:06:46,362	0	619	Pressed	Button.right	Mouse	other
2021-12-07 23:06:47.353018418	0	619	Released	Button.right	Mouse	other
2021-12-07 23:06:46,667	1599	350	Pressed	Button.left	Mouse	other
2021-12-07 23:06:47.687527617	1599	350	Released	Button.left	Mouse	other
2021-12-07 23:06:49,530	1599	301	Pressed	Button.left	Mouse	other
2021-12-07 23:06:51.243885104	1599	301	Released	Button.left	Mouse	other
2021-12-07 23:06:59,244	1532	189	Pressed	Button.right	Mouse	other
2021-12-07 23:07:00.024224989	1532	189	Released	Button.right	Mouse	other
2021-12-07 23:06:59,758	1546	350	Pressed	Button.left	Mouse	other
2021-12-07 23:06:59.884211268	1546	350	Released	Button.left	Mouse	other
2021-12-07 23:07:01,354	1563	355	Pressed	Button.left	Mouse	other
2021-12-07 23:07:03.198783721	1563	355	Released	Button.left	Mouse	other
2021-12-07 23:07:04,063	181	619	Pressed	Button.right	Mouse	other
2021-12-07 23:07:05.054220733	181	619	Released	Button.right	Mouse	other
2021-12-07 23:07:04,302	213	613	Pressed	Button.left	Mouse	other
2021-12-07 23:07:05.195950902	213	613	Released	Button.left	Mouse	other
2021-12-07 23:07:05,475	316	711	Pressed	Button.right	Mouse	other
2021-12-07 23:07:06.892797343	316	711	Released	Button.right	Mouse	other
2021-12-07 23:07:10,030	460	557	Pressed	Button.right	Mouse	other
2021-12-07 23:07:10.776367846	460	557	Released	Button.right	Mouse	other
2021-12-07 23:07:10,443	381	577	Pressed	Button.right	Mouse	other
2021-12-07 23:07:11.080997515	381	577	Released	Button.right	Mouse	other
2021-12-07 23:07:10,938	408	620	Pressed	Button.left	Mouse	other
2021-12-07 23:07:12.390193959	408	620	Released	Button.left	Mouse	other
2021-12-07 23:07:46,670	924	537	Pressed	Button.left	Mouse	other
2021-12-07 23:07:46.881934017	924	537	Released	Button.left	Mouse	other
2021-12-07 23:07:46,889	1184	537	Pressed	Button.left	Mouse	other
2021-12-07 23:07:48.493846164	1184	537	Released	Button.left	Mouse	other
2021-12-07 23:07:47,154	814	791	Pressed	Button.left	Mouse	other
2021-12-07 23:07:48.748930239	814	791	Released	Button.left	Mouse	other
2021-12-07 23:07:47,494	816	797	Pressed	Button.left	Mouse	other
2021-12-07 23:07:49.160176832	816	797	Released	Button.left	Mouse	other
2021-12-07 23:07:47,853	782	752	Pressed	Button.right	Mouse	other
2021-12-07 23:07:47.925568240	782	752	Released	Button.right	Mouse	other
2021-12-07 23:07:49,142	501	749	Pressed	Button.left	Mouse	other
2021-12-07 23:07:49.380105927	501	749	Released	Button.left	Mouse	other
2021-12-07 23:07:49,489	816	799	Pressed	Button.right	Mouse	other
2021-12-07 23:07:50.223742121	816	799	Released	Button.right	Mouse	other
2021-12-07 23:08:05,742	1568	134	Pressed	Button.left	Mouse	other
2021-12-07 23:08:06.631072398	1568	134	Released	Button.left	Mouse	other
2021-12-07 23:08:13,115	1599	670	Pressed	Button.right	Mouse	other
2021-12-07 23:08:13.570977333	1599	670	Released	Button.right	Mouse	other
2021-12-07 23:08:14,749	1599	711	Pressed	Button.right	Mouse	other
2021-12-07 23:08:16.024012864	1599	711	Released	Button.right	Mouse	other
2021-12-07 23:08:16,066	1599	706	Pressed	Button.right	Mouse	other
2021-12-07 23:08:17.191623656	1599	706	Released	Button.right	Mouse	other
2021-12-07 23:08:25,274	1500	649	Pressed	Button.left	Mouse	other
2021-12-07 23:08:26.886873648	1500	649	Released	Button.left	Mouse	other
2021-12-07 23:08:26,070	1577	735	Pressed	Button.right	Mouse	other
2021-12-07 23:08:26.909663729	1577	735	Released	Button.right	Mouse	other
2021-12-07 23:08:28,970	87	834	Pressed	Button.left	Mouse	other
2021-12-07 23:08:30.877505764	87	834	Released	Button.left	Mouse	other
2021-12-07 23:08:34,465	1599	706	Pressed	Button.right	Mouse	other
2021-12-07 23:08:34.914030759	1599	706	Released	Button.right	Mouse	other
2021-12-07 23:08:35,265	1599	705	Pressed	Button.left	Mouse	other
2021-12-07 23:08:37.040271875	1599	705	Released	Button.left	Mouse	other
2021-12-07 23:08:35,863	1524	748	Pressed	Button.right	Mouse	other
2021-12-07 23:08:37.400931494	1524	748	Released	Button.right	Mouse	other
2021-12-07 23:08:40,825	1598	693	Pressed	Button.left	Mouse	other
2021-12-07 23:08:42.580942461	1598	693	Released	Button.left	Mouse	other
2021-12-07 23:08:44,322	1275	682	Pressed	Button.left	Mouse	other
2021-12-07 23:08:45.130859893	1275	682	Released	Button.left	Mouse	other
2021-12-07 23:08:54,571	1599	716	Pressed	Button.right	Mouse	other
2021-12-07 23:08:54.947822283	1599	716	Released	Button.right	Mouse	other
2021-12-07 23:08:58,774	1485	586	Pressed	Button.right	Mouse	other
2021-12-07 23:08:59.191424139	1485	586	Released	Button.right	Mouse	other
2021-12-07 23:09:13,525	0	649	Pressed	Button.left	Mouse	other
2021-12-07 23:09:13.883512700	0	649	Released	Button.left	Mouse	other
2021-12-07 23:09:15,379	1521	646	Pressed	Button.left	Mouse	other
2021-12-07 23:09:15.407641060	1521	646	Released	Button.left	Mouse	other
2021-12-07 23:09:21,929	414	693	Pressed	Button.left	Mouse	other
2021-12-07 23:09:22.558560963	414	693	Released	Button.left	Mouse	other
2021-12-07 23:09:23,730	465	714	Pressed	Button.left	Mouse	other
2021-12-07 23:09:23.766429365	465	714	Released	Button.left	Mouse	other
2021-12-07 23:09:25,178	1399	752	Pressed	Button.left	Mouse	other
2021-12-07 23:09:26.340072015	1399	752	Released	Button.left	Mouse	other
2021-12-07 23:09:29,157	1215	517	Pressed	Button.left	Mouse	other
2021-12-07 23:09:29.247774166	1215	517	Released	Button.left	Mouse	other
2021-12-07 23:09:29,645	711	756	Pressed	Button.left	Mouse	other
2021-12-07 23:09:29.863767043	711	756	Released	Button.left	Mouse	other
2021-12-07 23:09:29,918	716	758	Pressed	Button.left	Mouse	other
2021-12-07 23:09:29.932705032	716	758	Released	Button.left	Mouse	other
2021-12-07 23:09:38,402	0	335	Pressed	Button.left	Mouse	other
2021-12-07 23:09:39.300858322	0	335	Released	Button.left	Mouse	other
2021-12-07 23:09:38,490	0	338	Pressed	Button.left	Mouse	other
2021-12-07 23:09:38.523640581	0	338	Released	Button.left	Mouse	other
2021-12-07 23:09:47,305	1486	849	Pressed	Button.left	Mouse	other
2021-12-07 23:09:47.840231306	1486	849	Released	Button.left	Mouse	other
2021-12-07 23:09:48,002	343	394	Pressed	Button.left	Mouse	other
2021-12-07 23:09:48.294204802	343	394	Released	Button.left	Mouse	other
2021-12-07 23:09:48,866	1168	108	Pressed	Button.left	Mouse	other
2021-12-07 23:09:49.228970235	1168	108	Released	Button.left	Mouse	other
