"2021-12-07 23:03:06,958" 'w' Released
"2021-12-07 23:03:07,142" 2 Pressed
"2021-12-07 23:03:07,286" '2' Released
"2021-12-07 23:03:07,350" 2 Pressed
"2021-12-07 23:03:07,351" 1 Pressed
"2021-12-07 23:03:07,422" '2' Released
"2021-12-07 23:03:07,423" '1' Released
"2021-12-07 23:03:07,502" 2 Pressed
"2021-12-07 23:03:07,502" 1 Pressed
"2021-12-07 23:03:07,567" '2' Released
"2021-12-07 23:03:07,568" '1' Released
"2021-12-07 23:03:07,646" 2 Pressed
"2021-12-07 23:03:07,654" 1 Pressed
"2021-12-07 23:03:07,726" '2' Released
"2021-12-07 23:03:07,727" '1' Released
"2021-12-07 23:03:07,950" w Pressed
"2021-12-07 23:03:08,222" 3 Pressed
"2021-12-07 23:03:08,325" '3' Released
"2021-12-07 23:03:08,582" 'w' Released
"2021-12-07 23:03:08,645" a Pressed
"2021-12-07 23:03:08,742" s Pressed
"2021-12-07 23:03:08,797" 's' Released
"2021-12-07 23:03:08,982" w Pressed
"2021-12-07 23:03:09,489" w Pressed
"2021-12-07 23:03:09,521" w Pressed
"2021-12-07 23:03:09,553" w Pressed
"2021-12-07 23:03:09,585" w Pressed
"2021-12-07 23:03:09,619" w Pressed
"2021-12-07 23:03:09,649" w Pressed
"2021-12-07 23:03:09,693" w Pressed
"2021-12-07 23:03:10,359" 'a' Released
"2021-12-07 23:03:11,286" ! Pressed
"2021-12-07 23:03:11,430" '!' Released
"2021-12-07 23:03:14,486" a Pressed
"2021-12-07 23:03:14,606" 'a' Released
"2021-12-07 23:03:14,918" d Pressed
"2021-12-07 23:03:15,426" d Pressed
"2021-12-07 23:03:15,456" d Pressed
"2021-12-07 23:03:15,488" d Pressed
"2021-12-07 23:03:15,519" d Pressed
"2021-12-07 23:03:15,565" d Pressed
"2021-12-07 23:03:15,596" d Pressed
"2021-12-07 23:03:15,628" d Pressed
"2021-12-07 23:03:15,656" d Pressed
"2021-12-07 23:03:15,686" d Pressed
"2021-12-07 23:03:15,717" d Pressed
"2021-12-07 23:03:15,749" d Pressed
"2021-12-07 23:03:15,793" d Pressed
"2021-12-07 23:03:15,825" d Pressed
"2021-12-07 23:03:15,857" d Pressed
"2021-12-07 23:03:15,887" d Pressed
"2021-12-07 23:03:15,918" d Pressed
"2021-12-07 23:03:15,948" d Pressed
"2021-12-07 23:03:15,993" d Pressed
"2021-12-07 23:03:16,023" d Pressed
"2021-12-07 23:03:16,053" d Pressed
"2021-12-07 23:03:16,084" d Pressed
"2021-12-07 23:03:16,114" d Pressed
"2021-12-07 23:03:16,146" d Pressed
"2021-12-07 23:03:16,190" d Pressed
"2021-12-07 23:03:16,221" d Pressed
"2021-12-07 23:03:16,222" 'd' Released
"2021-12-07 23:03:16,318" e Pressed
"2021-12-07 23:03:16,423" 'e' Released
"2021-12-07 23:03:16,424" a Pressed
"2021-12-07 23:03:16,477" 'w' Released
"2021-12-07 23:03:16,605" s Pressed
"2021-12-07 23:03:16,703" 'a' Released
"2021-12-07 23:03:16,703" d Pressed
"2021-12-07 23:03:16,774" a Pressed
"2021-12-07 23:03:16,822" 'd' Released
"2021-12-07 23:03:16,982" 'a' Released
"2021-12-07 23:03:16,983" d Pressed
"2021-12-07 23:03:17,038" 's' Released
"2021-12-07 23:03:17,198" w Pressed
"2021-12-07 23:03:17,229" 'd' Released
"2021-12-07 23:03:17,742" w Pressed
"2021-12-07 23:03:17,774" w Pressed
"2021-12-07 23:03:17,804" w Pressed
"2021-12-07 23:03:17,836" w Pressed
"2021-12-07 23:03:17,867" w Pressed
"2021-12-07 23:03:17,895" w Pressed
"2021-12-07 23:03:17,942" w Pressed
"2021-12-07 23:03:17,965" d Pressed
"2021-12-07 23:03:18,030" 1 Pressed
"2021-12-07 23:03:18,182" '1' Released
"2021-12-07 23:03:18,613" 'd' Released
"2021-12-07 23:03:18,774" d Pressed
"2021-12-07 23:03:19,206" 'd' Released
"2021-12-07 23:03:19,229" a Pressed
"2021-12-07 23:03:19,726" 'w' Released
"2021-12-07 23:03:20,238" a Pressed
"2021-12-07 23:03:20,261" s Pressed
"2021-12-07 23:03:20,389" 'a' Released
"2021-12-07 23:03:20,478" a Pressed
"2021-12-07 23:03:20,661" 'a' Released
"2021-12-07 23:03:20,725" 's' Released
"2021-12-07 23:03:20,726" d Pressed
"2021-12-07 23:03:20,805" a Pressed
"2021-12-07 23:03:20,846" 'd' Released
"2021-12-07 23:03:20,926" w Pressed
"2021-12-07 23:03:21,286" 'w' Released
"2021-12-07 23:03:22,871" s Pressed
"2021-12-07 23:03:23,294" 's' Released
"2021-12-07 23:03:23,982" w Pressed
"2021-12-07 23:03:24,135" 'a' Released
"2021-12-07 23:03:24,205" a Pressed
"2021-12-07 23:03:24,246" 'w' Released
"2021-12-07 23:03:24,373" s Pressed
"2021-12-07 23:03:24,711" d Pressed
"2021-12-07 23:03:24,927" 'a' Released
"2021-12-07 23:03:25,005" 's' Released
"2021-12-07 23:03:25,453" w Pressed
"2021-12-07 23:03:25,645" 'd' Released
"2021-12-07 23:03:26,022" 'w' Released
"2021-12-07 23:03:26,055" f Pressed
"2021-12-07 23:03:26,126" s Pressed
"2021-12-07 23:03:26,197" 'f' Released
"2021-12-07 23:03:26,237" a Pressed
"2021-12-07 23:03:26,407" 's' Released
"2021-12-07 23:03:26,774" w Pressed
"2021-12-07 23:03:27,014" 'a' Released
"2021-12-07 23:03:27,510" d Pressed
"2021-12-07 23:03:27,757" a Pressed
"2021-12-07 23:03:27,798" 'd' Released
"2021-12-07 23:03:27,933" 'w' Released
"2021-12-07 23:03:28,262" s Pressed
"2021-12-07 23:03:28,725" 's' Released
"2021-12-07 23:03:29,071" s Pressed
"2021-12-07 23:03:29,278" 'a' Released
"2021-12-07 23:03:29,279" d Pressed
"2021-12-07 23:03:29,302" 's' Released
"2021-12-07 23:03:29,437" w Pressed
"2021-12-07 23:03:29,518" 'd' Released
"2021-12-07 23:03:29,774" d Pressed
"2021-12-07 23:03:29,854" 'd' Released
"2021-12-07 23:03:29,965" d Pressed
"2021-12-07 23:03:30,278" 'd' Released
"2021-12-07 23:03:30,357" d Pressed
"2021-12-07 23:03:30,429" 'w' Released
"2021-12-07 23:03:31,886" s Pressed
"2021-12-07 23:03:32,246" r Pressed
"2021-12-07 23:03:32,374" 'a' Released
"2021-12-07 23:03:32,375" 'r' Released
"2021-12-07 23:03:32,726" 1 Pressed
"2021-12-07 23:03:32,877" '1' Released
"2021-12-07 23:03:32,878" 3 Pressed
"2021-12-07 23:03:32,950" 1 Pressed
"2021-12-07 23:03:32,990" '3' Released
"2021-12-07 23:03:33,070" '1' Released
"2021-12-07 23:03:33,318" q Pressed
"2021-12-07 23:03:33,430" d Pressed
"2021-12-07 23:03:33,510" 's' Released
"2021-12-07 23:03:33,511" 'q' Released
"2021-12-07 23:03:33,685" w Pressed
"2021-12-07 23:03:33,910" 'd' Released
"2021-12-07 23:03:34,416" w Pressed
"2021-12-07 23:03:34,448" w Pressed
"2021-12-07 23:03:34,479" w Pressed
"2021-12-07 23:03:34,503" d Pressed
"2021-12-07 23:03:34,590" 'd' Released
"2021-12-07 23:03:34,630" a Pressed
"2021-12-07 23:03:34,686" 'a' Released
"2021-12-07 23:03:34,742" 'w' Released
"2021-12-07 23:03:34,744" d Pressed
"2021-12-07 23:03:34,926" 'd' Released
"2021-12-07 23:03:35,317" w Pressed
"2021-12-07 23:03:35,782" d Pressed
"2021-12-07 23:03:35,870" 'w' Released
"2021-12-07 23:03:36,238" 'd' Released
"2021-12-07 23:04:38,150" w Pressed
"2021-12-07 23:04:38,573" a Pressed
"2021-12-07 23:04:38,670" 'w' Released
"2021-12-07 23:04:38,878" w Pressed
"2021-12-07 23:04:39,054" 'a' Released
"2021-12-07 23:04:39,563" w Pressed
"2021-12-07 23:04:39,592" w Pressed
"2021-12-07 23:04:39,623" w Pressed
"2021-12-07 23:04:39,656" w Pressed
"2021-12-07 23:04:39,687" a Pressed
"2021-12-07 23:04:39,862" 'w' Released
"2021-12-07 23:04:39,998" w Pressed
"2021-12-07 23:04:40,053" r Pressed
"2021-12-07 23:04:40,142" 'r' Released
"2021-12-07 23:04:40,246" 'a' Released
"2021-12-07 23:04:40,582" a Pressed
"2021-12-07 23:04:40,813" 'a' Released
"2021-12-07 23:04:41,318" 'w' Released
"2021-12-07 23:04:42,590" w Pressed
"2021-12-07 23:04:42,678" 3 Pressed
"2021-12-07 23:04:42,773" '3' Released
"2021-12-07 23:04:43,029" 'w' Released
"2021-12-07 23:04:44,654" w Pressed
"2021-12-07 23:04:44,853" 3 Pressed
"2021-12-07 23:04:44,998" '3' Released
"2021-12-07 23:04:47,670" 3 Pressed
"2021-12-07 23:04:47,749" 1 Pressed
"2021-12-07 23:04:47,838" '1' Released
"2021-12-07 23:04:47,926" 1 Pressed
"2021-12-07 23:04:47,973" '3' Released
"2021-12-07 23:04:48,038" '1' Released
"2021-12-07 23:04:48,070" 3 Pressed
"2021-12-07 23:04:48,141" 1 Pressed
"2021-12-07 23:04:48,182" '3' Released
"2021-12-07 23:04:48,295" '1' Released
"2021-12-07 23:04:49,782" 'w' Released
"2021-12-07 23:04:50,861" w Pressed
"2021-12-07 23:04:51,182" 'w' Released
"2021-12-07 23:04:51,183" f Pressed
"2021-12-07 23:04:51,270" s Pressed
"2021-12-07 23:04:51,342" 'f' Released
"2021-12-07 23:04:51,502" d Pressed
"2021-12-07 23:04:51,535" 's' Released
"2021-12-07 23:04:51,886" w Pressed
"2021-12-07 23:04:52,246" 1 Pressed
"2021-12-07 23:04:52,270" 'd' Released
"2021-12-07 23:04:52,438" '1' Released
"2021-12-07 23:04:52,725" a Pressed
"2021-12-07 23:04:54,990" a Pressed
"2021-12-07 23:04:55,503" a Pressed
"2021-12-07 23:04:55,533" a Pressed
"2021-12-07 23:04:55,562" a Pressed
"2021-12-07 23:04:55,595" a Pressed
"2021-12-07 23:04:55,626" a Pressed
"2021-12-07 23:04:55,646" 'a' Released
"2021-12-07 23:04:55,749" a Pressed
"2021-12-07 23:04:56,190" 'w' Released
"2021-12-07 23:04:56,566" w Pressed
"2021-12-07 23:04:56,582" e Pressed
"2021-12-07 23:04:56,623" 'a' Released
"2021-12-07 23:04:56,749" 'w' Released
"2021-12-07 23:04:56,750" 'e' Released
"2021-12-07 23:04:57,007" d Pressed
"2021-12-07 23:04:57,390" s Pressed
"2021-12-07 23:04:57,614" 's' Released
"2021-12-07 23:04:57,943" s Pressed
"2021-12-07 23:04:58,136" 's' Released
"2021-12-07 23:04:58,198" 'd' Released
