2021-12-07 23:00:55,870	Key.shift	Pressed	other
2021-12-07 23:00:55,918	Key.ctrl_l	Pressed	other
2021-12-07 23:00:56,429	Key.ctrl_l	Pressed	other
2021-12-07 23:00:56,459	Key.ctrl_l	Pressed	other
2021-12-07 23:00:56,489	Key.ctrl_l	Pressed	other
2021-12-07 23:00:56,519	Key.ctrl_l	Pressed	other
2021-12-07 23:00:56,554	Key.ctrl_l	Pressed	other
2021-12-07 23:00:56,595	Key.ctrl_l	Pressed	other
2021-12-07 23:00:56,626	Key.ctrl_l	Pressed	other
2021-12-07 23:00:56,655	Key.ctrl_l	Pressed	other
2021-12-07 23:00:56,686	Key.ctrl_l	Pressed	other
2021-12-07 23:00:56,709	Key.ctrl_l	Released	other
2021-12-07 23:00:56,725	Key.shift	Released	other
2021-12-07 23:01:00,390	p	Pressed	other
2021-12-07 23:01:00,485	'p'	Released	other
2021-12-07 23:01:00,597	y	Pressed	other
2021-12-07 23:01:00,677	'y'	Released	other
2021-12-07 23:01:00,701	t	Pressed	other
2021-12-07 23:01:00,781	't'	Released	other
2021-12-07 23:01:00,805	h	Pressed	SKL
2021-12-07 23:01:00,893	'h'	Released	other
2021-12-07 23:01:00,894	o	Pressed	other
2021-12-07 23:01:01,006	n	Pressed	other
2021-12-07 23:01:01,062	'o'	Released	other
2021-12-07 23:01:01,101	'n'	Released	other
2021-12-07 23:01:01,389	Key.space	Pressed	other
2021-12-07 23:01:01,493	Key.space	Released	other
2021-12-07 23:01:01,614	m	Pressed	other
2021-12-07 23:01:01,773	'm'	Released	other
2021-12-07 23:01:01,789	o	Pressed	other
2021-12-07 23:01:01,901	u	Pressed	other
2021-12-07 23:01:01,934	'o'	Released	other
2021-12-07 23:01:01,982	s	Pressed	BACK
2021-12-07 23:01:02,006	'u'	Released	other
2021-12-07 23:01:02,045	e	Pressed	WPN_SWTCH
2021-12-07 23:01:02,109	's'	Released	other
2021-12-07 23:01:02,165	'e'	Released	other
2021-12-07 23:01:02,213	.	Pressed	other
2021-12-07 23:01:02,358	'.'	Released	other
2021-12-07 23:01:02,485	p	Pressed	other
2021-12-07 23:01:02,589	'p'	Released	other
2021-12-07 23:01:02,925	y	Pressed	other
2021-12-07 23:01:03,046	'y'	Released	other
2021-12-07 23:01:03,421	Key.enter	Pressed	other
2021-12-07 23:01:03,477	Key.enter	Released	other
2021-12-07 23:01:08,229	Key.alt_l	Pressed	other
2021-12-07 23:01:08,277	Key.tab	Pressed	other
2021-12-07 23:01:08,422	Key.tab	Released	other
2021-12-07 23:01:09,652	Key.alt_l	Released	other
2021-12-07 23:01:10,616	w	Pressed	FWD
2021-12-07 23:01:11,126	w	Pressed	FWD
2021-12-07 23:01:11,157	w	Pressed	FWD
2021-12-07 23:01:11,190	w	Pressed	FWD
2021-12-07 23:01:11,198	1	Pressed	WPN_SWTCH
2021-12-07 23:01:11,309	'1'	Released	other
2021-12-07 23:01:11,310	3	Pressed	KNIFE
2021-12-07 23:01:11,413	1	Pressed	WPN_SWTCH
2021-12-07 23:01:11,430	'3'	Released	other
2021-12-07 23:01:11,494	3	Pressed	KNIFE
2021-12-07 23:01:11,518	'1'	Released	other
2021-12-07 23:01:11,582	1	Pressed	WPN_SWTCH
2021-12-07 23:01:11,614	'3'	Released	other
2021-12-07 23:01:11,670	'1'	Released	other
2021-12-07 23:01:11,775	2	Pressed	WPN_SWTCH
2021-12-07 23:01:12,141	3	Pressed	KNIFE
2021-12-07 23:01:12,296	'3'	Released	other
2021-12-07 23:01:12,358	'2'	Released	other
2021-12-07 23:01:12,382	'w'	Released	other
2021-12-07 23:01:31,286	w	Pressed	FWD
2021-12-07 23:01:31,727	2	Pressed	WPN_SWTCH
2021-12-07 23:01:31,855	'2'	Released	other
2021-12-07 23:01:32,077	a	Pressed	LEFT
2021-12-07 23:01:32,277	'w'	Released	other
2021-12-07 23:01:32,470	w	Pressed	FWD
2021-12-07 23:01:32,582	'a'	Released	other
2021-12-07 23:01:32,645	3	Pressed	KNIFE
2021-12-07 23:01:32,733	'3'	Released	other
2021-12-07 23:01:33,598	a	Pressed	LEFT
2021-12-07 23:01:33,718	'w'	Released	other
2021-12-07 23:01:33,917	w	Pressed	FWD
2021-12-07 23:01:34,433	w	Pressed	FWD
2021-12-07 23:01:34,463	w	Pressed	FWD
2021-12-07 23:01:34,495	w	Pressed	FWD
2021-12-07 23:01:34,524	w	Pressed	FWD
2021-12-07 23:01:34,554	w	Pressed	FWD
2021-12-07 23:01:34,587	w	Pressed	FWD
2021-12-07 23:01:34,618	w	Pressed	FWD
