2023-04-13 12:27:08.979268	z	pressed
2023-04-13 12:27:09.075052	z	released
2023-04-13 12:27:11.361745	z	pressed
2023-04-13 12:27:11.526767	z	released
2023-04-13 12:27:12.411511	z	pressed
2023-04-13 12:27:12.552815	z	released
2023-04-13 12:27:15.484618	z	pressed
2023-04-13 12:27:15.554200	z	released
2023-04-13 12:27:15.981424	z	pressed
2023-04-13 12:27:16.074033	z	released
2023-04-13 12:27:16.425254	z	pressed
2023-04-13 12:27:16.527738	z	released
2023-04-13 12:27:21.496426	Key.left	pressed
2023-04-13 12:27:21.882550	Key.down	pressed
2023-04-13 12:27:22.775604	Key.down	released
2023-04-13 12:27:22.881804	Key.up	pressed
2023-04-13 12:27:24.343190	Key.left	released
2023-04-13 12:27:24.352503	Key.up	pressed
2023-04-13 12:27:24.832377	Key.right	pressed
2023-04-13 12:27:25.582007	Key.up	released
2023-04-13 12:27:25.608141	Key.right	pressed
2023-04-13 12:27:25.738515	Key.down	pressed
2023-04-13 12:27:25.830056	Key.right	released
2023-04-13 12:27:25.935215	Key.left	pressed
2023-04-13 12:27:26.504672	Key.down	released
2023-04-13 12:27:26.530532	Key.left	pressed
2023-04-13 12:27:27.397969	Key.left	released
2023-04-13 12:27:27.924346	Key.left	pressed
2023-04-13 12:27:28.074025	Key.left	released
2023-04-13 12:27:28.077576	Key.up	pressed
2023-04-13 12:27:28.174138	Key.up	released
2023-04-13 12:27:28.178745	Key.left	pressed
2023-04-13 12:27:28.448840	Key.down	pressed
2023-04-13 12:27:28.577755	Key.left	released
2023-04-13 12:27:28.955213	Key.down	pressed
2023-04-13 12:27:29.033394	Key.left	pressed
2023-04-13 12:27:29.692623	Key.down	released
2023-04-13 12:27:29.720625	Key.left	pressed
2023-04-13 12:27:29.947662	Key.up	pressed
2023-04-13 12:27:30.260554	Key.up	released
2023-04-13 12:27:31.032893	Key.left	released
2023-04-13 12:27:32.725030	Key.right	pressed
2023-04-13 12:27:33.261310	Key.right	released
2023-04-13 12:27:33.317606	Key.left	pressed
2023-04-13 12:27:33.976617	Key.left	released
2023-04-13 12:27:33.980637	Key.right	pressed
2023-04-13 12:27:34.668493	Key.up	pressed
2023-04-13 12:27:34.848382	Key.up	released
2023-04-13 12:27:35.632610	Key.up	pressed
2023-04-13 12:27:36.001300	Key.up	released
2023-04-13 12:27:36.070141	Key.up	pressed
2023-04-13 12:27:36.414562	Key.up	released
2023-04-13 12:27:36.429926	Key.right	released
2023-04-13 12:27:36.480898	z	pressed
2023-04-13 12:27:36.607288	z	released
2023-04-13 12:27:37.000527	z	pressed
2023-04-13 12:27:37.086799	z	released
2023-04-13 12:27:42.448274	Key.right	pressed
2023-04-13 12:27:42.867425	Key.shift	pressed
2023-04-13 12:27:43.057536	Key.shift	released
2023-04-13 12:27:43.348255	Key.shift	pressed
2023-04-13 12:27:43.511524	Key.shift	released
2023-04-13 12:27:43.845730	Key.shift	pressed
2023-04-13 12:27:44.040923	Key.shift	released
2023-04-13 12:27:44.508819	Key.right	released
2023-04-13 12:27:44.553839	c	pressed
2023-04-13 12:27:44.578589	Key.left	pressed
2023-04-13 12:27:44.645706	c	released
2023-04-13 12:27:44.686203	Key.left	released
2023-04-13 12:27:44.799108	Key.right	pressed
2023-04-13 12:27:45.874926	z	pressed
2023-04-13 12:27:46.070950	z	released
2023-04-13 12:27:46.415850	Key.shift	pressed
2023-04-13 12:27:46.497086	Key.shift	released
2023-04-13 12:27:46.530983	Key.right	released
2023-04-13 12:27:46.593860	Key.left	pressed
2023-04-13 12:27:46.781622	Key.right	pressed
2023-04-13 12:27:46.803684	Key.left	released
2023-04-13 12:27:47.095359	Key.right	released
2023-04-13 12:27:47.150437	Key.left	pressed
2023-04-13 12:27:47.293504	Key.left	released
2023-04-13 12:27:47.296162	Key.right	pressed
2023-04-13 12:27:47.674940	z	pressed
2023-04-13 12:27:47.690118	Key.right	released
2023-04-13 12:27:47.790572	z	released
2023-04-13 12:27:47.951543	Key.right	pressed
2023-04-13 12:27:48.032383	z	pressed
2023-04-13 12:27:48.297786	z	released
2023-04-13 12:27:48.390267	Key.right	released
2023-04-13 12:27:48.391986	Key.left	pressed
2023-04-13 12:27:48.491848	z	pressed
2023-04-13 12:27:48.587377	Key.left	released
2023-04-13 12:27:48.592203	Key.right	pressed
2023-04-13 12:27:48.674744	z	released
2023-04-13 12:27:48.701100	Key.right	released
2023-04-13 12:27:48.761733	Key.left	pressed
2023-04-13 12:27:49.497138	z	pressed
2023-04-13 12:27:49.607441	z	released
2023-04-13 12:27:49.681766	z	pressed
2023-04-13 12:27:49.766391	Key.left	released
2023-04-13 12:27:49.817273	z	released
2023-04-13 12:27:49.920180	Key.left	pressed
2023-04-13 12:27:50.057353	z	pressed
2023-04-13 12:27:50.185841	z	released
2023-04-13 12:27:50.271373	Key.left	released
2023-04-13 12:27:50.291019	Key.right	pressed
2023-04-13 12:27:50.547819	Key.right	released
2023-04-13 12:27:50.548320	Key.esc	pressed
2023-04-13 12:27:50.713280	Key.esc	released
2023-04-13 12:27:51.090856	Key.down	pressed
2023-04-13 12:27:51.183287	Key.down	released
2023-04-13 12:27:51.645616	z	pressed
2023-04-13 12:27:51.742836	z	released
2023-04-13 12:27:53.743240	Key.right	pressed
2023-04-13 12:27:53.875875	Key.shift	pressed
2023-04-13 12:27:54.003737	Key.shift	released
2023-04-13 12:27:54.336731	Key.shift	pressed
2023-04-13 12:27:54.463622	Key.shift	released
2023-04-13 12:27:54.782459	Key.shift	pressed
2023-04-13 12:27:54.921916	Key.shift	released
2023-04-13 12:27:55.303369	Key.shift	pressed
2023-04-13 12:27:55.441966	Key.shift	released
2023-04-13 12:27:56.297404	z	pressed
2023-04-13 12:27:56.393584	z	released
2023-04-13 12:27:56.464821	Key.shift	pressed
2023-04-13 12:27:56.608898	Key.shift	released
2023-04-13 12:27:57.100467	Key.right	released
2023-04-13 12:27:57.148172	Key.left	pressed
2023-04-13 12:27:57.195496	Key.left	released
2023-04-13 12:27:57.225614	Key.right	pressed
2023-04-13 12:27:57.288619	Key.right	released
2023-04-13 12:27:57.491896	Key.left	pressed
