2023-04-13 12:27:08.979268	0:00:00:0
2023-04-13 12:27:09.075052	0:00:00:95
2023-04-13 12:27:11.361745	0:00:02:382
2023-04-13 12:27:11.526767	0:00:02:547
2023-04-13 12:27:12.411511	0:00:03:432
2023-04-13 12:27:12.552815	0:00:03:573
2023-04-13 12:27:15.484618	0:00:06:505
2023-04-13 12:27:15.554200	0:00:06:574
2023-04-13 12:27:15.981424	0:00:07:2
2023-04-13 12:27:16.074033	0:00:07:94
2023-04-13 12:27:16.425254	0:00:07:445
2023-04-13 12:27:16.527738	0:00:07:548
2023-04-13 12:27:21.496426	0:00:12:517
2023-04-13 12:27:21.882550	0:00:12:903
2023-04-13 12:27:22.775604	0:00:13:796
2023-04-13 12:27:22.881804	0:00:13:902
2023-04-13 12:27:24.343190	0:00:15:363
2023-04-13 12:27:24.352503	0:00:15:373
2023-04-13 12:27:24.832377	0:00:15:853
2023-04-13 12:27:25.582007	0:00:16:602
2023-04-13 12:27:25.608141	0:00:16:628
2023-04-13 12:27:25.738515	0:00:16:759
2023-04-13 12:27:25.830056	0:00:16:850
2023-04-13 12:27:25.935215	0:00:16:955
2023-04-13 12:27:26.504672	0:00:17:525
2023-04-13 12:27:26.530532	0:00:17:551
2023-04-13 12:27:27.397969	0:00:18:418
2023-04-13 12:27:27.924346	0:00:18:945
2023-04-13 12:27:28.074025	0:00:19:94
2023-04-13 12:27:28.077576	0:00:19:98
2023-04-13 12:27:28.174138	0:00:19:194
2023-04-13 12:27:28.178745	0:00:19:199
2023-04-13 12:27:28.448840	0:00:19:469
2023-04-13 12:27:28.577755	0:00:19:598
2023-04-13 12:27:28.955213	0:00:19:975
2023-04-13 12:27:29.033394	0:00:20:54
2023-04-13 12:27:29.692623	0:00:20:713
2023-04-13 12:27:29.720625	0:00:20:741
2023-04-13 12:27:29.947662	0:00:20:968
2023-04-13 12:27:30.260554	0:00:21:281
2023-04-13 12:27:31.032893	0:00:22:53
2023-04-13 12:27:32.725030	0:00:23:745
2023-04-13 12:27:33.261310	0:00:24:282
2023-04-13 12:27:33.317606	0:00:24:338
2023-04-13 12:27:33.976617	0:00:24:997
2023-04-13 12:27:33.980637	0:00:25:1
2023-04-13 12:27:34.668493	0:00:25:689
2023-04-13 12:27:34.848382	0:00:25:869
2023-04-13 12:27:35.632610	0:00:26:653
2023-04-13 12:27:36.001300	0:00:27:22
2023-04-13 12:27:36.070141	0:00:27:90
2023-04-13 12:27:36.414562	0:00:27:435
2023-04-13 12:27:36.429926	0:00:27:450
2023-04-13 12:27:36.480898	0:00:27:501
2023-04-13 12:27:36.607288	0:00:27:628
2023-04-13 12:27:37.000527	0:00:28:21
2023-04-13 12:27:37.086799	0:00:28:107
2023-04-13 12:27:42.448274	0:00:33:469
2023-04-13 12:27:42.867425	0:00:33:888
2023-04-13 12:27:43.057536	0:00:34:78
2023-04-13 12:27:43.348255	0:00:34:368
2023-04-13 12:27:43.511524	0:00:34:532
2023-04-13 12:27:43.845730	0:00:34:866
2023-04-13 12:27:44.040923	0:00:35:61
2023-04-13 12:27:44.508819	0:00:35:529
2023-04-13 12:27:44.553839	0:00:35:574
2023-04-13 12:27:44.578589	0:00:35:599
2023-04-13 12:27:44.645706	0:00:35:666
2023-04-13 12:27:44.686203	0:00:35:706
2023-04-13 12:27:44.799108	0:00:35:819
2023-04-13 12:27:45.874926	0:00:36:895
2023-04-13 12:27:46.070950	0:00:37:91
2023-04-13 12:27:46.415850	0:00:37:436
2023-04-13 12:27:46.497086	0:00:37:517
2023-04-13 12:27:46.530983	0:00:37:551
2023-04-13 12:27:46.593860	0:00:37:614
2023-04-13 12:27:46.781622	0:00:37:802
2023-04-13 12:27:46.803684	0:00:37:824
2023-04-13 12:27:47.095359	0:00:38:116
2023-04-13 12:27:47.150437	0:00:38:171
2023-04-13 12:27:47.293504	0:00:38:314
2023-04-13 12:27:47.296162	0:00:38:316
2023-04-13 12:27:47.674940	0:00:38:695
2023-04-13 12:27:47.690118	0:00:38:710
2023-04-13 12:27:47.790572	0:00:38:811
2023-04-13 12:27:47.951543	0:00:38:972
2023-04-13 12:27:48.032383	0:00:39:53
2023-04-13 12:27:48.297786	0:00:39:318
2023-04-13 12:27:48.390267	0:00:39:410
2023-04-13 12:27:48.391986	0:00:39:412
2023-04-13 12:27:48.491848	0:00:39:512
2023-04-13 12:27:48.587377	0:00:39:608
2023-04-13 12:27:48.592203	0:00:39:612
2023-04-13 12:27:48.674744	0:00:39:695
2023-04-13 12:27:48.701100	0:00:39:721
2023-04-13 12:27:48.761733	0:00:39:782
2023-04-13 12:27:49.497138	0:00:40:517
2023-04-13 12:27:49.607441	0:00:40:628
2023-04-13 12:27:49.681766	0:00:40:702
2023-04-13 12:27:49.766391	0:00:40:787
2023-04-13 12:27:49.817273	0:00:40:838
2023-04-13 12:27:49.920180	0:00:40:940
2023-04-13 12:27:50.057353	0:00:41:78
2023-04-13 12:27:50.185841	0:00:41:206
2023-04-13 12:27:50.271373	0:00:41:292
2023-04-13 12:27:50.291019	0:00:41:311
2023-04-13 12:27:50.547819	0:00:41:568
2023-04-13 12:27:50.548320	0:00:41:569
2023-04-13 12:27:50.713280	0:00:41:734
2023-04-13 12:27:51.090856	0:00:42:111
2023-04-13 12:27:51.183287	0:00:42:204
2023-04-13 12:27:51.645616	0:00:42:666
2023-04-13 12:27:51.742836	0:00:42:763
2023-04-13 12:27:53.743240	0:00:44:763
2023-04-13 12:27:53.875875	0:00:44:896
2023-04-13 12:27:54.003737	0:00:45:24
2023-04-13 12:27:54.336731	0:00:45:357
2023-04-13 12:27:54.463622	0:00:45:484
2023-04-13 12:27:54.782459	0:00:45:803
2023-04-13 12:27:54.921916	0:00:45:942
2023-04-13 12:27:55.303369	0:00:46:324
2023-04-13 12:27:55.441966	0:00:46:462
2023-04-13 12:27:56.297404	0:00:47:318
2023-04-13 12:27:56.393584	0:00:47:414
2023-04-13 12:27:56.464821	0:00:47:485
2023-04-13 12:27:56.608898	0:00:47:629
2023-04-13 12:27:57.100467	0:00:48:121
2023-04-13 12:27:57.148172	0:00:48:168
2023-04-13 12:27:57.195496	0:00:48:216
2023-04-13 12:27:57.225614	0:00:48:246
2023-04-13 12:27:57.288619	0:00:48:309
2023-04-13 12:27:57.491896	0:00:48:512
2023-04-13 12:27:57.555060	0:00:48:575
2023-04-13 12:27:57.558133	0:00:48:578
2023-04-13 12:27:57.629548	0:00:48:650
2023-04-13 12:27:57.643901	0:00:48:664
2023-04-13 12:27:57.715221	0:00:48:735
2023-04-13 12:27:57.732840	0:00:48:753
2023-04-13 12:27:58.084931	0:00:49:105
2023-04-13 12:27:58.214417	0:00:49:235
2023-04-13 12:27:58.359685	0:00:49:380
2023-04-13 12:27:58.362149	0:00:49:382
2023-04-13 12:27:58.516739	0:00:49:537
2023-04-13 12:27:58.521923	0:00:49:542
2023-04-13 12:27:58.616410	0:00:49:637
2023-04-13 12:27:58.734549	0:00:49:755
2023-04-13 12:27:59.059030	0:00:50:79
2023-04-13 12:27:59.272712	0:00:50:293
2023-04-13 12:27:59.595709	0:00:50:616
2023-04-13 12:27:59.737088	0:00:50:757
2023-04-13 12:28:00.062876	0:00:51:83
2023-04-13 12:28:00.105239	0:00:51:125
2023-04-13 12:28:00.145499	0:00:51:166
2023-04-13 12:28:00.163931	0:00:51:184
2023-04-13 12:28:00.291263	0:00:51:311
2023-04-13 12:28:00.381121	0:00:51:401
2023-04-13 12:28:00.401805	0:00:51:422
2023-04-13 12:28:00.559594	0:00:51:580
2023-04-13 12:28:00.591444	0:00:51:612
2023-04-13 12:28:00.777785	0:00:51:798
2023-04-13 12:28:01.238006	0:00:52:258
2023-04-13 12:28:01.317821	0:00:52:338
2023-04-13 12:28:01.362025	0:00:52:382
2023-04-13 12:28:01.493613	0:00:52:514
2023-04-13 12:28:01.645922	0:00:52:666
2023-04-13 12:28:01.802223	0:00:52:822
2023-04-13 12:28:01.828432	0:00:52:849
2023-04-13 12:28:01.846604	0:00:52:867
2023-04-13 12:28:02.306613	0:00:53:327
2023-04-13 12:28:02.446368	0:00:53:467
2023-04-13 12:28:02.524570	0:00:53:545
2023-04-13 12:28:02.645289	0:00:53:666
2023-04-13 12:28:02.746799	0:00:53:767
2023-04-13 12:28:02.748811	0:00:53:769
2023-04-13 12:28:02.873394	0:00:53:894
2023-04-13 12:28:03.292137	0:00:54:312
2023-04-13 12:28:03.411812	0:00:54:432
2023-04-13 12:28:03.836402	0:00:54:857
2023-04-13 12:28:03.973617	0:00:54:994
2023-04-13 12:28:04.181982	0:00:55:202
2023-04-13 12:28:04.196912	0:00:55:217
2023-04-13 12:28:04.740312	0:00:55:761
2023-04-13 12:28:04.741980	0:00:55:762
2023-04-13 12:28:04.742851	0:00:55:763
2023-04-13 12:28:04.866578	0:00:55:887
2023-04-13 12:28:04.998109	0:00:56:18
2023-04-13 12:28:05.154077	0:00:56:174
2023-04-13 12:28:05.479610	0:00:56:500
2023-04-13 12:28:05.614078	0:00:56:634
2023-04-13 12:28:06.147146	0:00:57:167
2023-04-13 12:28:06.152969	0:00:57:173
2023-04-13 12:28:06.262125	0:00:57:282
2023-04-13 12:28:06.263294	0:00:57:284
2023-04-13 12:28:06.354753	0:00:57:375
2023-04-13 12:28:06.357491	0:00:57:378
2023-04-13 12:28:06.430147	0:00:57:450
2023-04-13 12:28:06.444675	0:00:57:465
2023-04-13 12:28:06.521900	0:00:57:542
2023-04-13 12:28:06.550284	0:00:57:571
2023-04-13 12:28:06.646925	0:00:57:667
2023-04-13 12:28:06.664992	0:00:57:685
2023-04-13 12:28:06.770154	0:00:57:790
2023-04-13 12:28:06.863245	0:00:57:883
2023-04-13 12:28:07.226758	0:00:58:247
2023-04-13 12:28:07.367220	0:00:58:387
2023-04-13 12:28:07.898847	0:00:58:919
2023-04-13 12:28:08.026466	0:00:59:47
2023-04-13 12:28:09.555650	0:01:00:576
2023-04-13 12:28:09.610923	0:01:00:631
2023-04-13 12:28:11.278961	0:01:02:299
2023-04-13 12:28:11.413769	0:01:02:434
2023-04-13 12:28:11.462530	0:01:02:483
2023-04-13 12:28:11.608109	0:01:02:628
2023-04-13 12:28:11.663367	0:01:02:684
2023-04-13 12:28:11.709149	0:01:02:729
2023-04-13 12:28:11.747251	0:01:02:767
2023-04-13 12:28:11.913893	0:01:02:934
2023-04-13 12:28:12.025141	0:01:03:45
2023-04-13 12:28:12.030376	0:01:03:51
2023-04-13 12:28:12.160299	0:01:03:181
2023-04-13 12:28:12.162321	0:01:03:183
2023-04-13 12:28:12.796330	0:01:03:817
2023-04-13 12:28:13.120350	0:01:04:141
2023-04-13 12:28:13.133372	0:01:04:154
2023-04-13 12:28:13.250650	0:01:04:271
2023-04-13 12:28:13.486614	0:01:04:507
2023-04-13 12:28:13.622448	0:01:04:643
2023-04-13 12:28:14.104500	0:01:05:125
2023-04-13 12:28:14.232720	0:01:05:253
2023-04-13 12:28:14.292607	0:01:05:313
2023-04-13 12:28:14.437763	0:01:05:458
2023-04-13 12:28:14.882049	0:01:05:902
2023-04-13 12:28:14.992100	0:01:06:12
2023-04-13 12:28:15.528936	0:01:06:549
2023-04-13 12:28:15.719900	0:01:06:740
2023-04-13 12:28:15.752808	0:01:06:773
2023-04-13 12:28:15.992761	0:01:07:13
2023-04-13 12:28:16.390932	0:01:07:411
2023-04-13 12:28:16.408977	0:01:07:429
2023-04-13 12:28:16.661952	0:01:07:682
2023-04-13 12:28:16.736299	0:01:07:757
2023-04-13 12:28:16.758468	0:01:07:779
2023-04-13 12:28:16.772465	0:01:07:793
2023-04-13 12:28:16.914003	0:01:07:934
2023-04-13 12:28:16.930529	0:01:07:951
2023-04-13 12:28:16.978422	0:01:07:999
2023-04-13 12:28:17.172837	0:01:08:193
2023-04-13 12:28:17.176516	0:01:08:197
2023-04-13 12:28:17.257073	0:01:08:277
2023-04-13 12:28:17.497170	0:01:08:517
2023-04-13 12:28:18.619210	0:01:09:639
2023-04-13 12:28:18.637742	0:01:09:658
2023-04-13 12:28:18.808075	0:01:09:828
2023-04-13 12:28:19.000126	0:01:10:20
2023-04-13 12:28:19.185616	0:01:10:206
2023-04-13 12:28:19.403061	0:01:10:423
2023-04-13 12:28:19.464900	0:01:10:485
2023-04-13 12:28:19.887240	0:01:10:907
2023-04-13 12:28:19.978352	0:01:10:999
2023-04-13 12:28:20.093807	0:01:11:114
2023-04-13 12:28:20.165497	0:01:11:186
2023-04-13 12:28:20.233867	0:01:11:254
2023-04-13 12:28:20.286755	0:01:11:307
2023-04-13 12:28:20.448707	0:01:11:469
2023-04-13 12:28:20.715104	0:01:11:735
2023-04-13 12:28:20.767719	0:01:11:788
2023-04-13 12:28:20.900463	0:01:11:921
2023-04-13 12:28:20.992613	0:01:12:13
2023-04-13 12:28:21.137682	0:01:12:158
2023-04-13 12:28:21.575898	0:01:12:596
2023-04-13 12:28:21.578199	0:01:12:598
2023-04-13 12:28:21.701641	0:01:12:722
2023-04-13 12:28:21.706546	0:01:12:727
2023-04-13 12:28:21.815336	0:01:12:836
2023-04-13 12:28:22.046349	0:01:13:67
2023-04-13 12:28:22.049423	0:01:13:70
2023-04-13 12:28:22.059250	0:01:13:79
2023-04-13 12:28:22.142297	0:01:13:163
2023-04-13 12:28:22.212992	0:01:13:233
2023-04-13 12:28:22.261911	0:01:13:282
2023-04-13 12:28:22.554590	0:01:13:575
2023-04-13 12:28:22.570160	0:01:13:590
2023-04-13 12:28:22.590313	0:01:13:611
2023-04-13 12:28:22.733214	0:01:13:753
2023-04-13 12:28:22.759670	0:01:13:780
2023-04-13 12:28:22.904110	0:01:13:924
2023-04-13 12:28:22.908393	0:01:13:929
2023-04-13 12:28:23.033491	0:01:14:54
2023-04-13 12:28:23.359281	0:01:14:380
2023-04-13 12:28:23.508929	0:01:14:529
2023-04-13 12:28:23.624317	0:01:14:645
2023-04-13 12:28:23.689290	0:01:14:710
2023-04-13 12:28:23.874584	0:01:14:895
2023-04-13 12:28:24.176983	0:01:15:197
