2023-04-13 12:27:08.500	0	0	0	1	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:09.000	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:09.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:10.000	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:10.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:11.000	0	0	0	1	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:11.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:12.000	0	0	0	1	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:12.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:13.000	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:13.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:14.000	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:14.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:15.000	0	0	0	1	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:15.500	0	0	0	1	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:16.000	0	0	0	1	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:16.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:17.000	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:17.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:18.000	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:18.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:19.000	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:19.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:20.000	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:20.500	0	0	0	0	0	0	0	0	0	0	0	0	loading
2023-04-13 12:27:21.000	0	0	0	0	1	0	0	0	0	0	0	0	loading
